"Cicerō, Cicerōnis","m. 3rd (Marcus Tullius) Cicero","Cicerō, Cicerōnis"
"cōpia, cōpiae","f. 1st abundance, supply","cōpia, cōpiae"
"frāter, frātris",m. 3rd brother,"frāter, frātris"
"laus, laudis","f. 3rd praise, glory, fame","laus, laudis"
"lībertās, lībertātis",f. 3rd liberty,"lībertās, lībertātis"
"ratiō, ratiōnis","f. 3rd reckoning, account; reason, judgment, consideration; system; manner, method","ratiō, ratiōnis"
"scrīptor, scrīptōris","m. 3rd writer, author","scrīptor, scrīptōris"
"sorōris",f. 3rd sister,"sorōris"
"victōria, victōriae",f. 1st victory,"victōria, victōriae"
dum,"while, as long as, at the same time that",dum
ad,"+ acc., to, up to, near to",ad
"ē, ex","+ abl., out of, from within, from; by reason of, on account of; of (following cardinal numbers","ē, ex"
numquam,never,numquam
tamen,"nevertheless, still",tamen
"agō, agere, ēgī, actum","to drive, lead, do, act, pass","agō, agere, ēgī, actum"
"dēmōnstrō, dēmōnstrāre, dēmōnstrāvī, dēmōnstrātum","to po
int out, show, demonstrate","dēmōnstrō, dēmōnstrāre, dēmōnstrāvī, dēmōnstrātum"
"discō, discere, didicī",to learn,"discō, discere, didicī"
"doceō, docēre, docuī, doctum",to teach,"doceō, docēre, docuī, doctum"
"dūcō, dūcere, dūxī, ductum","to lead; consider, regard; prolong","dūcō, dūcere, dūxī, ductum"
"gerō, gerere, gessī, gestum","to carry; carry on, manage, conduct, wage, accomplish, perform","gerō, gerere"
"scrībō, scrībere, scrīpsį, scrīptum","to write, compose","scrībō, scrībere, scrīpsį, scrīptum"
"trahō, trahere, trāxī, tractum","to draw, drag;derive, acquire","trahō, trahere, trāxī, tractum"
"vincō, vincere, vīcī, victum","to conquer, overcome","vincō, vincere, vīcī, victum"
"3rd pres. indic. act. 1st sg.","-ō","3rd pres. indic. act. 1st sg."
"3rd pres. indic. act. 2nd sg.","-is","3rd pres. indic. act. 2nd sg."
"3rd pres. indic. act. 3rd sg.","-it","3rd pres. indic. act. 3rd sg."
"3rd pres. indic. act. 1st pl.","-imus","3rd pres. indic. act. 1st pl."
"3rd pres. indic. act. 2nd pl.","-itis","3rd pres. indic. act. 2nd pl."
"3rd pres. indic. act. 3rd pl.","-unt","3rd pres. indic. act. 3rd pl."
"3rd fut. indic. act. 1st sg.","-am","3rd fut. indic. act. 1st sg."
"3rd fut. indic. act. 2nd sg.","-ēs","3rd fut. indic. act. 2nd sg."
"3rd fut. indic. act. 3rd sg.","-et","3rd fut. indic. act. 3rd sg."
"3rd fut. indic. act. 1st pl.","-ēmus","3rd fut. indic. act. 1st pl."
"3rd fut. indic. act. 2nd pl.","=ētis","3rd fut. indic. act. 2nd pl."
"3rd fut. indic. act. 3rd pl.","-ent","3rd fut. indic. act. 3rd pl."
"3rd imperf. indic. act. 1st sg.","-ēbam","3rd imperf. indic. act. 1st sg."
"3rd imperf. indic. act. 2nd sg.","-ēbās","3rd imperf. indic. act. 2nd sg."
"3rd imperf. indic. act. 3rd sg.","-ēbat","3rd imperf. indic. act. 3rd sg."
"3rd imperf. indic. act. 1st pl.","-ēbāmus","3rd imperf. indic. act. 1st pl."
"3rd imperf. indic. act. 2nd pl.","-ēbātis","3rd imperf. indic. act. 2nd pl."
"3rd imperf. indic. act. 3rd pl.","-ēbant","3rd imperf. indic. act. 3rd pl."
